Names	elements
Ato_Nno	GAP72063.1 / none
Ato_Nno	WP_122626227.1 / none
Ato_Nno	WP_173074039.1 / none
Ato_Nno	TMG99383.1 / none
Ato_Nno	WP_026870270.1 / none
Ato_Nno	WP_091306191.1 / none
Ato_Nno	GBL28016.1 / none
Ato_Nno	TMG89239.1 / none
Ato_Nno	WP_165912363.1 / none
Ato_Nno	WP_189517153.1 / none
Ato_Nno	GBU08294.1 / none
Ato_Nno	TMH69369.1 / none
Ato_Nno	WP_166206280.1 / none
Ato_Nno	RKZ83797.1 / none
Ato_Nno	WP_044165773.1 / none
Ato_Nno	RTL04409.1 / none
Ato_Nno	AWI09282.1 / none
Ato_Nno	WP_174606528.1 / none
Ato_Nno	TMH68205.1 / none
Ato_Nno	GBL28084.1 / none
Ato_Nno	TMG88057.1 / none
Ato_Nno	WP_150095945.1 / none
Ato_Nno	WP_013490738.1 / none
Ato_Nno	WP_110998338.1 / none
Ato_Nno	WP_124752012.1 / none
Ato_Nno	TMH69366.1 / none
Ato_Nno	BBD45592.1 / none
Ato_Nno	TMI06490.1 / none
Ato_Nno	WP_093883003.1 / none
Ato_Nno	WP_082770076.1 / none
Ato_Nno	WP_085535643.1 / none
Ato_Nno	WP_007203901.1 / none
Ato_Nno	WP_162149656.1 / none
Ato_Nno	TMH63419.1 / none
Ato_Nno	OJV40705.1 / none
Ato_Nno	TMH02802.1 / none
Ato_Nno	WP_163176191.1 / none
Ato_Nno	GBU07603.1 / none
Ato_Nno	TMH67295.1 / none
Ato_Nno	TMG97497.1 / none
Ato_Nno	RPJ48196.1 / none
Ato_Nno	WP_029904366.1 / none
Ato_Nno	TMG99868.1 / none
Ato_Nno	GBU06757.1 / none
Ato_Nno	WP_166915084.1 / none
Ato_Nno	WP_070526643.1 / none
Ato_Nno	WP_108824827.1 / none
Ato_Nno	WP_122361803.1 / none
Ato_Nno	KAA3879544.1 / none
Ato_Nno	PAW70154.1 / none
Ato_Nno	WP_069622689.1 / none
Ato_Nno	WP_029906029.1 / none
Ato_Nno	TMH31297.1 / none
Ato_Nno	SFF98936.1 / none
Ato_Nno	TMG84208.1 / none
Ato_Nno	WP_073400489.1 / none
Ato_Nno	TMH67823.1 / none
Ato_Nno	EEC66960.1 / none
Ato_Nno	TMG99398.1 / none
Ato_Nno	WP_118975209.1 / none
Ato_Nno	WP_160846445.1 / none
Ato_Nno	TMG85430.1 / none
Ato_Nno	TMG93771.1 / none
Ato_Nno	WP_132543502.1 / none
Ato_Nno	WP_122363731.1 / none
Ato_Nno	WP_132539971.1 / none
Ato_Nno	TMH63220.1 / none
Ato_Nno	WP_028497783.1 / none
Ato_Nno	WP_027291392.1 / none
Ato_Nno	TVT72269.1 / none
Ato_Nno	RPI31806.1 / none
Ato_Nno	TMG96626.1 / none
Ato_Nno	GBU08482.1 / none
Ato_Nno	WP_085711552.1 / none
Ato_Nno	SBV99269.1 / none
Ato_Nno	WP_165042254.1 / none
Ato_Nno	KWW24530.1 / none
Ato_Nno	PNC54005.1 / none
Ato_Nno	AWT61052.1 / none
Ato_Nno	EIP98229.1 / none
Ato_Nno	WP_036784954.1 / none
Ato_Nno	WP_084431582.1 / none
Ato_Nno	PYQ37452.1 / KAF5271466.1
Ato_Nno	PWT76454.1 / none
Ato_Nno	WP_014679145.1 / none
Ato_Nno	GBU07651.1 / none
Ato_Nno	WP_076929116.1 / none
Ato_Nno	OQC16836.1 / none
Ato_Nno	PTS92354.1 / none
Ato_Nno	WP_128466578.1 / none
Ato_Nno	WP_110129528.1 / none
Ato_Nno	WP_068770335.1 / none
Ato_Nno	CDE75027.1 / none
Ato_Nno	KAF1853367.1 / none
Ato_Nno	WP_051001831.1 / none
Ato_Nno	WP_157968121.1 / none
Ato_Nno	GDY17161.1 / none
Ato_Nno	WP_185677100.1 / none
Ato_Nno	TMG99253.1 / none
Ato_Nno	WP_163629485.1 / none
Ato_Nno	ALJ25525.1 / none
Ato_Nno	KAF1856559.1 / none
Ato_Nno	TMG85298.1 / none
Ato_Nno	WP_061537146.1 / none
Ato_Nno	WP_085536642.1 / none
Ato_Nno	WP_092417247.1 / none
Ato_Nno	WP_189513340.1 / none
Ato_Nno	SBV92318.1 / none
Ato_Nno	GBU08389.1 / none
Ato_Nno	WP_152810670.1 / none
Ato_Nno	WP_116936496.1 / none
Ato_Nno	TMG99666.1 / none
Ato_Nno	TMH64387.1 / none
Ato_Nno	GBU08357.1 / none
Ato_Nno	OFX96625.1 / none
Ato_Nno	WP_012861074.1 / none
Ato_Nno	WP_124687330.1 / none
Ato_Nno	KAA6301985.1 / none
Ato_Nno	WP_108824399.1 / none
Ato_Nno	WP_014680239.1 / none
Ato_Nno	WP_038654024.1 / none
Ato_Nno	WP_110019326.1 / none
Ato_Nno	TMH18439.1 / none
Ato_Nno	WP_042373408.1 / none
Ato_Nno	WP_122275231.1 / none
Ato_Nno	RPH44430.1 / none
Ato_Nno	TMH60824.1 / none
Ato_Nno	WP_169503565.1 / none
Ato_Nno	PLX22727.1 / none
Ato_Nno	OQB94258.1 / none
Ato_Nno	WP_087382189.1 / none
Ato_Nno	WP_163726042.1 / none
Ato_Nno	TMH69048.1 / none
Ato_Nno	TMH69856.1 / none
Ato_Nno	GBL29059.1 / none
Ato_Nno	TAF21201.1 / none
Ato_Nno	WP_007359415.1 / none
Ato_Nno	OAV70854.1 / none
Ato_Nno	KAA6301278.1 / none
Ato_Nno	RPI16540.1 / none
Ato_Nno	WP_128132889.1 / none
Ato_Nno	WP_068768514.1 / none
Ato_Nno	WP_012573262.1 / none
Ato_Nno	WP_145928559.1 / none
Ato_Nno	WP_178754130.1 / none
Ato_Nno	WP_184194901.1 / none
Ato_Nno	WP_006797886.1 / none
Ato_Nno	WP_116848066.1 / none
Ato_Nno	AEQ20467.1 / none
Ato_Nno	TMH66568.1 / none
Ato_Nno	WP_185675062.1 / none
Ato_Nno	GBU07985.1 / none
Ato_Nno	WP_039140434.1 / none
Ato_Nno	TAG09275.1 / none
Ato_Nno	SBV99274.1 / none
Ato_Nno	WP_080904780.1 / none
Ato_Nno	KAC2917018.1 / none
Ato_Nno	WP_103788858.1 / none
Ato_Nno	WP_163173371.1 / none
Ato_Nno	TMH69461.1 / none
Ato_Nno	WP_028323900.1 / none
Ato_Nno	WP_068768772.1 / none
Ato_Nno	WP_088860406.1 / none
Ato_Nno	TMH17694.1 / none
Ato_Nno	TMH67219.1 / none
Ato_Nno	OQB79856.1 / none
Ato_Nno	WP_126977213.1 / none
Ato_Nno	WP_184019551.1 / none
Ato_Nno	WP_073356472.1 / none
Ato_Nno	WP_067630274.1 / none
Ato_Nno	TMH67657.1 / none
Ato_Nno	WP_125069539.1 / none
Ato_Nno	WP_163355300.1 / none
Ato_Nno	WP_091938879.1 / none
Ato_Nno	WP_080902919.1 / none
Ato_Nno	WP_162028218.1 / none
Ato_Nno	WP_160846424.1 / none
Ato_Nno	TMG96628.1 / none
Ato_Nno	WP_082098185.1 / none
Ato_Nno	WP_189514965.1 / none
Ato_Nno	WP_091054770.1 / none
Ato_Nno	WP_183306197.1 / none
Ato_Nno	TMB10864.1 / none
Ato_Nno	OKZ14957.1 / none
Ato_Nno	WP_013043535.1 / none
Ato_Nno	WP_165020253.1 / none
Ato_Nno	WP_133275258.1 / none
Ato_Nno	WP_185676299.1 / none
Ato_Nno	SBW02917.1 / none
Ato_Nno	WP_163176874.1 / none
Ato_Nno	TMG99134.1 / none
Ato_Nno	GBL30656.1 / none
Ato_Nno	WP_179467685.1 / none
Ato_Nno	TVQ17048.1 / none
